accession	fonction	taille
AT5G55640	description:Na-translocating	1070
AT5G55650	description:transmembrane	904
AT5G55660	description:DEK	4918
AT5G55670	description:RNA-binding	3334
AT5G55680	description:glycine-rich	1234
AT5G55690	description:MADS-box	1387
AT5G55700	description:beta-amylase	3230
AT5G55710		1012
AT5G55720	description:Pectin	1730
AT5G55730	description:FASCICLIN-like	2497
AT5G55740	description:Tetratricopeptide	2738
AT5G55750	description:hydroxyproline-rich	1220
AT5G55760	description:sirtuin	3786
AT5G55770	description:Cysteine/Histidine-rich	2087
AT5G55780	description:Cysteine/Histidine-rich	2189
AT5G55790		665
AT5G55800	description:Cysteine/Histidine-rich	1736
AT5G55810	description:nicotinate/nicotinamide	2362
AT5G55820	description:inner	7748
AT5G55830	description:Concanavalin	2226
AT5G55840	description:PPR	4765
AT5G55850	description:RPM1-interacting	1856
AT5G55855	description:Ubiquitin-like	686
AT5G55856	description:Ubiquitin-like	713
AT5G55860	description:weak	3053
AT5G55870		674
AT5G55880		1100
AT5G55890		1100
AT5G55893		1832
AT5G55900	description:Sucrase/ferredoxin-like	2318
AT5G55910	description:D6	2601
AT5G55920	description:S-adenosyl-L-methionine-dependent	4069
AT5G55930	description:oligopeptide	3391
AT5G55940	description:Uncharacterized	2086
AT5G55950	description:Nucleotide/sugar	2393
AT5G55960	description:transmembrane	2567
AT5G55970	description:RING/U-box	2411
AT5G55980	description:serine-rich	707
AT5G55990	description:calcineurin	2742
AT5G56000	description:HEAT	2814
AT5G56010	description:heat	3014
AT5G56020	description:Got1/Sft2-like	2080
AT5G56030	description:heat	2639
AT5G56040	description:Leucine-rich	3822
AT5G56050	description:late	1281
AT5G56060	description:ATP-binding	669
AT5G56070		525
AT5G56075	description:methyltransferase	1053
AT5G56080	description:nicotianamine	1300
AT5G56090	description:cytochrome	2526
AT5G56100	description:glycine-rich	932
AT5G56110	description:myb	1473
AT5G56120	description:RNA	1240
AT5G56130	description:Transducin/WD40	2617
AT5G56140	description:RNA-binding	3235
AT5G56150	description:ubiquitin-conjugating	2300
AT5G56160	description:Sec14p-like	3647
AT5G56170	description:LORELEI-LIKE-GPI-ANCHORED	1440
AT5G56180	description:actin-related	3768
AT5G56190	description:Transducin/WD40	3110
AT5G56200	description:C2H2	1949
AT5G56210	description:WPP	2355
AT5G56220	description:P-loop	4084
AT5G56230	description:prenylated	1012
AT5G56240	description:hapless	4924
AT5G56250	description:hapless	4568
AT5G56260	description:Ribonuclease	2135
AT5G56270	description:WRKY	3812
AT5G56280	description:COP9	2221
AT5G56290	description:peroxin	5810
AT5G56300	description:gibberellic	2185
AT5G56310	description:Pentatricopeptide	2078
AT5G56320	description:expansin	2106
AT5G56325	description:FBD-like	1050
AT5G56330	description:alpha	2412
AT5G56340	description:RING/U-box	2250
AT5G56350	description:Pyruvate	2968
AT5G56360	description:calmodulin-binding	4873
AT5G56368	description:defensin-like	681
AT5G56369	description:Defensin-like	538
AT5G56370	description:F-box/RNI-like/FBD-like	2041
AT5G56380	description:F-box/RNI-like/FBD-like	2481
AT5G56390	description:F-box/RNI-like/FBD-like	1483
AT5G56400	description:FBD,	1546
AT5G56410	description:Protein	1823
AT5G56420	description:F-box/RNI-like/FBD-like	2169
AT5G56430	description:F-box/FBD-like	1478
AT5G56440	description:F-box/RNI-like/FBD-like	1375
AT5G56450	description:Mitochondrial	1562
AT5G56452	description:FBD-like	1368
AT5G56460	description:Protein	2962
AT5G56470	description:FAD-dependent	898
AT5G56480	description:Bifunctional	558
AT5G56490	description:D-arabinono-1,4-lactone	2038
AT5G56500	description:TCP-1/cpn60	3739
AT5G56510	description:pumilio	3400
AT5G56520		1457
AT5G56530	description:tRNA-splicing	2783
AT5G56540	description:arabinogalactan	500
AT5G56550	description:oxidative	1118
AT5G56555		350
AT5G56560	description:FBD,	2261
AT5G56570	description:Leucine-rich	1860
AT5G56580	description:MAP	2142
AT5G56590	description:O-Glycosyl	2443
AT5G56600	description:profilin	828
AT5G56610	description:Phosphotyrosine	1776
AT5G56620	description:NAC	3565
AT5G56630	description:phosphofructokinase	3159
AT5G56640	description:myo-inositol	2487
AT5G56650	description:IAA-leucine	2047
AT5G56660	description:IAA-leucine	2049
AT5G56670	description:Ribosomal	873
AT5G56680	description:Class	2526
AT5G56690	description:FBD,	1376
AT5G56700	description:FBD	1837
AT5G56710	description:Ribosomal	1286
AT5G56720	description:Lactate/malate	1388
AT5G56730	description:Insulinase	5693
AT5G56740	description:histone	2972
AT5G56750	description:N-MYC	3287
AT5G56760	description:serine	1484
AT5G56770	description:transcription	995
AT5G56780	description:effector	2165
AT5G56790	description:Protein	3798
AT5G56795	description:metallothionein	977
AT5G56800	description:Protein	1319
AT5G56810	description:F-box/RNI-like/FBD-like	1749
AT5G56820	description:F-box/RNI-like/FBD-like	1504
AT5G56840	description:myb-like	1787
AT5G56850		2977
AT5G56860	description:GATA	2314
AT5G56870	description:beta-galactosidase	5763
AT5G56880		945
AT5G56890	description:Protein	5592
AT5G56900	description:CwfJ-like	3520
AT5G56910	description:Proteinase	1395
AT5G56920	description:Cystatin/monellin	1019
AT5G56930	description:CCCH-type	2981
AT5G56940	description:Ribosomal	1664
AT5G56950	description:nucleosome	3244
AT5G56960	description:basic	3174
AT5G56970	description:cytokinin	3453
AT5G56980	description:cotton	1662
AT5G56985		428
AT5G56990	description:proteinase	1506
AT5G57000	description:DEAD-box	1774
AT5G57010	description:calmodulin-binding	2603
AT5G57015	description:casein	3815
AT5G57020	description:myristoyl-CoA:protein	2326
AT5G57030	description:Lycopene	2976
AT5G57035	description:U-box	3341
AT5G57040	description:Lactoylglutathione	1348
AT5G57050	description:Protein	2506
AT5G57060	description:60S	2123
AT5G57070	description:hydroxyproline-rich	2578
AT5G57080	description:transmembrane	715
AT5G57090	description:Auxin	4712
AT5G57100	description:Nucleotide/sugar	2585
AT5G57110	description:autoinhibited	8106
AT5G57120	description:nucleolar/coiled-body	2025
AT5G57123		850
AT5G57130	description:Clp	4668
AT5G57140	description:purple	1797
AT5G57150	description:basic	2767
AT5G57160	description:DNA	6861
AT5G57170	description:Tautomerase/MIF	1193
AT5G57180	description:chloroplast	3251
AT5G57190	description:phosphatidylserine	4427
AT5G57200	description:ENTH/ANTH/VHS	3328
AT5G57210	description:Ypt/Rab-GAP	3220
AT5G57220	description:cytochrome	2062
AT5G57230	description:Thioredoxin	1776
AT5G57240	description:OSBP(oxysterol	2431
AT5G57250	description:Pentatricopeptide	3776
AT5G57260	description:cytochrome	1729
AT5G57270	description:Core-2/I-branching	3308
AT5G57280	description:S-adenosyl-L-methionine-dependent	2286
AT5G57290	description:60S	1265
AT5G57300	description:S-adenosyl-L-methionine-dependent	2627
AT5G57320	description:actin	5338
AT5G57330	description:Galactose	3003
AT5G57340	description:ras	3347
AT5G57345	description:transmembrane	1458
AT5G57350	description:H[+]-ATPase	5804
AT5G57360	description:Galactose	3163
AT5G57370		1810
AT5G57380	description:Fibronectin	3109
AT5G57390	description:AINTEGUMENTA-like	3714
AT5G57400	description:transmembrane	1494
AT5G57410	description:Afadin/alpha-actinin-binding	3569
AT5G57420	description:indole-3-acetic	1178
AT5G57440	description:Haloacid	1907
AT5G57450	description:homolog	1909
AT5G57460	description:muniscin	2378
AT5G57480	description:P-loop	2132
AT5G57490	description:voltage	2388
AT5G57500	description:Galactosyltransferase	1542
AT5G57510	description:cotton	750
AT5G57520	description:zinc	1124
AT5G57530	description:xyloglucan	1368
AT5G57535		134
AT5G57540	description:xyloglucan	1308
AT5G57550	description:xyloglucan	1658
AT5G57560	description:Xyloglucan	1674
AT5G57565	description:Protein	1571
AT5G57567	description:GCK	875
AT5G57569		372
AT5G57570	description:GCK	1031
AT5G57580	description:Calmodulin-binding	3505
AT5G57590	description:adenosylmethionine-8-amino-7-oxononanoate	4371
AT5G57610	description:kinase	4903
AT5G57620	description:myb	1865
AT5G57625	description:CAP	1023
AT5G57630	description:CBL-interacting	2743
AT5G57640	description:GCK	1185
AT5G57650	description:eukaryotic	662
AT5G57655	description:xylose	3390
AT5G57660	description:CONSTANS-like	1652
AT5G57670	description:Protein	3439
AT5G57685	description:glutamine	1258
AT5G57690	description:diacylglycerol	3001
AT5G57700	description:BNR/Asp-box	2356
AT5G57710	description:Double	4210
AT5G57720	description:AP2/B3-like	1917
AT5G57740		3065
AT5G57750	description:RING/U-box	632
AT5G57760		552
AT5G57770	description:auxin	2286
AT5G57780	description:transcription	1290
AT5G57785		1311
AT5G57790		2924
AT5G57800	description:Fatty	3933
AT5G57810	description:tetraspanin15	1379
AT5G57815	description:Cytochrome	1264
AT5G57820	description:zinc	745
AT5G57830	description:zein-binding	1907
AT5G57840	description:HXXXD-type	2476
AT5G57850	description:D-aminoacid	2056
AT5G57860	description:Ubiquitin-like	1849
AT5G57870	description:MIF4G	4315
AT5G57880	description:multipolar	3282
AT5G57887	description:transmembrane	528
AT5G57890	description:Glutamine	2339
AT5G57900	description:SKP1	1239
AT5G57910	description:ribosomal	1882
AT5G57920	description:early	1236
AT5G57930	description:APO	1934
AT5G57940	description:cyclic	3946
AT5G57950	description:26S	1715
AT5G57960	description:GTP-binding	3974
AT5G57970	description:DNA	2330
AT5G57980	description:RNA	897
AT5G57990	description:ubiquitin-specific	4248
AT5G58000	description:Reticulon	2867
AT5G58003	description:C-terminal	2355
AT5G58005	description:Cytochrome	1098
AT5G58010	description:LJRHL1-like	1648
AT5G58020	description:RTF2	1322
AT5G58030	description:Transport	1843
AT5G58040	description:FIP1[V]-like	5252
AT5G58050	description:SHV3-like	3352
AT5G58060	description:SNARE-like	2245
AT5G58070	description:temperature-induced	1355
AT5G58080	description:response	2564
AT5G58090	description:O-Glycosyl	2132
AT5G58100	description:transmembrane	7737
AT5G58110	description:chaperone	1601
AT5G58120	description:Disease	3811
AT5G58130	description:RNA-binding	2769
AT5G58140	description:phototropin	8981
AT5G58150	description:Leucine-rich	2759
AT5G58160	description:actin	6366
AT5G58170	description:SHV3-like	3296
AT5G58180	description:Synaptobrevin	1749
AT5G58190	description:evolutionarily	3176
AT5G58200	description:Calcineurin-like	2478
AT5G58210	description:hydroxyproline-rich	2306
AT5G58220	description:transthyretin-like	1605
AT5G58230	description:Transducin/WD40	2233
AT5G58240	description:FRAGILE	1239
AT5G58250	description:YCF54	1304
AT5G58260	description:oxidoreductases,	1433
AT5G58270	description:ABC	5354
AT5G58280	description:AP2/B3-like	1559
AT5G58290	description:regulatory	2802
AT5G58300	description:Leucine-rich	3249
AT5G58310	description:methyl	1092
AT5G58320	description:Kinase	2398
AT5G58330	description:lactate/malate	2673
AT5G58340	description:myb-like	1975
AT5G58350	description:with	3012
AT5G58360	description:ovate	1647
AT5G58370	description:P-loop	3179
AT5G58375	description:Methyltransferase-related	899
AT5G58380	description:SOS3-interacting	2391
AT5G58390	description:Peroxidase	1934
AT5G58400	description:Peroxidase	1856
AT5G58410	description:HEAT/U-box	7723
AT5G58412	description:Putative	695
AT5G58420	description:Ribosomal	1635
AT5G58430	description:exocyst	2391
AT5G58440	description:sorting	3163
AT5G58450	description:Tetratricopeptide	5397
AT5G58460	description:cation/H+	2809
AT5G58470	description:TBP-associated	3558
AT5G58480	description:O-Glycosyl	1880
AT5G58490	description:NAD(P)-binding	1670
AT5G58500	description:LIGHT-DEPENDENT	1285
AT5G58510	description:Rab3	6528
AT5G58520	description:Protein	3116
AT5G58530	description:Glutaredoxin	1389
AT5G58540	description:Protein	2136
AT5G58550	description:ETO1-like	3591
AT5G58560	description:Phosphatidate	2610
AT5G58570	description:transmembrane	592
AT5G58575	description:SAGA-associated	2110
AT5G58580	description:TOXICOS	1547
AT5G58590	description:RAN	1872
AT5G58600	description:Pmr5/Cas1p	2047
AT5G58610	description:PHD	5315
AT5G58620	description:zinc	2963
AT5G58630		1344
AT5G58640	description:Selenoprotein,	1926
AT5G58650	description:plant	518
AT5G58660	description:2-oxoglutarate	2730
AT5G58670	description:phospholipase	2772
AT5G58680	description:ARM	1415
AT5G58690	description:phosphatidylinositol-speciwc	3029
AT5G58700	description:phosphatidylinositol-speciwc	3564
AT5G58710	description:rotamase	2003
AT5G58720	description:smr	3480
AT5G58730	description:pfkB-like	2181
AT5G58740	description:HSP20-like	1953
AT5G58750	description:NAD(P)-binding	1554
AT5G58760	description:damaged	3257
AT5G58770	description:Undecaprenyl	1494
AT5G58780	description:Undecaprenyl	1715
AT5G58782	description:Undecaprenyl	1488
AT5G58784	description:Undecaprenyl	1570
AT5G58787	description:RING/U-box	2283
AT5G58790		1251
AT5G58800	description:Quinone	1383
AT5G58820	description:Subtilisin-like	3002
AT5G58830	description:Subtilisin-like	2909
AT5G58840	description:Subtilase	3435
AT5G58850	description:myb	1611
AT5G58860	description:cytochrome	2320
AT5G58870	description:FTSH	4187
AT5G58880	description:LRR	3964
AT5G58890	description:AGAMOUS-like	884
AT5G58900	description:Homeodomain-like	2410
AT5G58910	description:laccase	3019
AT5G58920	description:homeobox	1116
AT5G58930		2175
AT5G58940	description:calmodulin-binding	3508
AT5G58950	description:Protein	2828
AT5G58960	description:glucose-6-phosphate	2761
AT5G58970	description:uncoupling	2831
AT5G58980	description:Neutral/alkaline	3234
AT5G58990	description:28S	1427
AT5G59000	description:RING/FYVE/PHD	2131
AT5G59010	description:kinase	3283
AT5G59020	description:hepatocyte	3776
AT5G59030	description:copper	1252
AT5G59040	description:copper	725
AT5G59050	description:G	3850
AT5G59060	description:reverse	480
AT5G59070	description:UDP-Glycosyltransferase	2320
AT5G59080		4130
AT5G59090	description:subtilase	3820
AT5G59100	description:Subtilisin-like	3256
AT5G59105	description:Defensin-like	594
AT5G59110	description:subtilisin-like	518
AT5G59120	description:subtilase	3411
AT5G59130	description:Subtilase	3869
AT5G59140	description:BTB/POZ	1402
AT5G59150	description:RAB	2003
AT5G59160	description:type	2604
AT5G59170	description:Proline-rich	1134
AT5G59180	description:DNA-directed	1949
AT5G59190	description:subtilase	2818
AT5G59200	description:Tetratricopeptide	1638
AT5G59210	description:myosin	3223
AT5G59220	description:PP2C	2535
AT5G59230	description:transcription	961
AT5G59240	description:Ribosomal	1305
AT5G59250	description:Major	3239
AT5G59260	description:Concanavalin	2296
AT5G59270	description:Concanavalin	2389
AT5G59280	description:pumilio	1070
AT5G59290	description:UDP-glucuronic	2468
AT5G59300	description:ubiquitin-conjugating	1325
AT5G59305	description:CLAVATA	733
AT5G59310	description:lipid	967
AT5G59320	description:lipid	862
AT5G59330	description:Bifunctional	757
AT5G59340	description:WUSCHEL	1712
AT5G59350	description:transmembrane	1523
AT5G59360		1098
AT5G59370	description:actin	2176
AT5G59380	description:methyl-CPG-binding	1575
AT5G59390	description:XH/XS	2464
AT5G59400	description:PGR5-like	1970
AT5G59410	description:Rab5-interacting	1415
AT5G59420	description:OSBP(oxysterol	3307
AT5G59430	description:telomeric	3334
AT5G59440	description:P-loop	1693
AT5G59450	description:GRAS	2333
AT5G59460	description:scarecrow-like	1676
AT5G59470	description:Mannose-P-dolichol	928
AT5G59480	description:Haloacid	2200
AT5G59490	description:Haloacid	2035
AT5G59500	description:protein	1870
AT5G59510	description:ROTUNDIFOLIA	1069
AT5G59520	description:ZRT/IRT-like	1695
AT5G59530	description:2-oxoglutarate	1695
AT5G59540	description:2-oxoglutarate	1971
AT5G59550	description:zinc	1942
AT5G59560	description:sensitivity	1459
AT5G59570	description:Homeodomain-like	2219
AT5G59580	description:UDP-glucosyl	1958
AT5G59590	description:UDP-glucosyl	1823
AT5G59600	description:Tetratricopeptide	2056
AT5G59610	description:Chaperone	4229
AT5G59613	description:ATP	1026
AT5G59616	description:Interleukin-1	566
AT5G59650	description:Leucine-rich	3754
AT5G59660	description:Leucine-rich	4292
AT5G59670	description:Leucine-rich	4318
AT5G59680	description:Leucine-rich	4600
AT5G59690	description:Histone	744
AT5G59700	description:Protein	3277
AT5G59710	description:VIRE2	4704
AT5G59720	description:heat	977
AT5G59730	description:exocyst	2295
AT5G59740	description:UDP-N-acetylglucosamine	3037
AT5G59750	description:monofunctional	2180
AT5G59760		1061
AT5G59770	description:Protein-tyrosine	1919
AT5G59780	description:myb	1640
AT5G59790	description:UPSTREAM	2523
AT5G59800	description:methyl-CPG-binding	2173
AT5G59810	description:Subtilase	3786
AT5G59820	description:C2H2-type	980
AT5G59830	description:DNA-binding	2200
AT5G59840	description:Ras-related	2309
AT5G59845	description:Gibberellin-regulated	796
AT5G59850	description:Ribosomal	1461
AT5G59860	description:RNA-binding	987
AT5G59865	description:glycine-rich	750
AT5G59870	description:histone	866
AT5G59880	description:actin	1785
AT5G59890	description:actin	1564
AT5G59895		182
AT5G59900	description:Pentatricopeptide	2804
AT5G59910	description:Histone	1285
AT5G59920	description:Cysteine/Histidine-rich	2590
AT5G59930	description:Cysteine/Histidine-rich	2327
AT5G59940	description:Cysteine/Histidine-rich	2258
AT5G59950	description:RNA-binding	1928
AT5G59960	description:K-stimulated	3429
AT5G59970	description:Histone	898
AT5G59980	description:Polymerase/histidinol	2843
AT5G59990	description:CCT	2267
AT5G60000	description:transmembrane	486
AT5G60010	description:ferric	4782
AT5G60020	description:laccase	2466
AT5G60030		1158
AT5G60040	description:nuclear	10039
AT5G60050	description:BTB/POZ	2062
AT5G60060	description:F-box	1282
AT5G60070	description:ankyrin	2630
AT5G60080	description:Protein	1728
AT5G60090	description:Protein	1926
AT5G60100	description:pseudo-response	3366
AT5G60110	description:pumilio	983
AT5G60120	description:target	4054
AT5G60130	description:AP2/B3-like	1544
AT5G60140	description:AP2/B3-like	1651
AT5G60142	description:AP2/B3-like	1802
AT5G60150		5550
AT5G60160	description:Zn-dependent	3267
AT5G60170	description:RNA	5458
AT5G60180	description:pumilio	1260
AT5G60190	description:Cysteine	1811
AT5G60200	description:TARGET	1713
AT5G60210	description:ROP	2858
AT5G60215		334
AT5G60220	description:tetraspanin4	1197
AT5G60230	description:splicing	1504
AT5G60240		246
AT5G60250	description:zinc	3762
AT5G60260		1013
AT5G60265		1324
AT5G60270	description:Concanavalin	2320
AT5G60280	description:Concanavalin	2311
AT5G60290		979
AT5G60300	description:Concanavalin	3407
AT5G60310	description:Concanavalin	2258
AT5G60320	description:Concanavalin	2027
AT5G60335	description:hydroxyacyl-thioester	1767
AT5G60340	description:P-loop	1246
AT5G60350		1417
AT5G60360	description:aleurain-like	2471
AT5G60370	description:exonuclease	2395
AT5G60380	description:transmembrane	1888
AT5G60390	description:GTP	2424
AT5G60400		1343
AT5G60410	description:DNA-binding	6387
AT5G60430	description:antiporter/	1820
AT5G60440	description:AGAMOUS-like	2335
AT5G60450	description:auxin	4529
AT5G60460	description:Preprotein	1408
AT5G60470	description:C2H2	2528
AT5G60480	description:homeobox	964
AT5G60490	description:FASCICLIN-like	1370
AT5G60500	description:Undecaprenyl	1028
AT5G60510	description:Undecaprenyl	1430
AT5G60520	description:Late	1474
AT5G60530	description:late	1951
AT5G60540	description:pyridoxine	2179
AT5G60550	description:geminivirus	3361
AT5G60553	description:Defensin-like	389
AT5G60560	description:F-box	1223
AT5G60570	description:Galactose	2381
AT5G60580	description:RING/U-box	2905
AT5G60590	description:DHBP	1747
AT5G60600	description:4-hydroxy-3-methylbut-2-enyl	4600
AT5G60610	description:F-box/RNI-like	2024
AT5G60615	description:Defensin-like	810
AT5G60620	description:glycerol-3-phosphate	2648
AT5G60630	description:transmembrane	754
AT5G60640	description:PDI-like	3271
AT5G60650	description:proline-rich	619
AT5G60660	description:plasma	1838
AT5G60670	description:Ribosomal	1095
AT5G60680	description:transcription	1294
AT5G60690	description:Homeobox-leucine	5214
AT5G60700	description:glycosyltransferase	3271
AT5G60710	description:Zinc	4564
AT5G60720	description:electron	4079
AT5G60730	description:Anion-transporting	2854
AT5G60740	description:ABC	4958
AT5G60750	description:CAAX	2564
AT5G60760	description:P-loop	4209
AT5G60770	description:nitrate	2762
AT5G60780	description:nitrate	2219
AT5G60790	description:ABC	2857
AT5G60800	description:Heavy	1758
AT5G60805	description:Putative	427
AT5G60810	description:root	670
AT5G60820	description:RING/U-box	1647
AT5G60830	description:basic	680
AT5G60840		1322
AT5G60850	description:OBF	1872
AT5G60860	description:RAB	1207
AT5G60870	description:Regulator	2118
AT5G60880	description:breaking	1547
AT5G60890	description:myb	2080
AT5G60910	description:AGAMOUS-like	3835
AT5G60920	description:COBRA-like	3186
AT5G60930	description:P-loop	7462
AT5G60940	description:Transducin/WD40	3160
AT5G60945	description:ECA1	391
AT5G60950	description:COBRA-like	1304
AT5G60960	description:Pentatricopeptide	1943
AT5G60964	description:ECA1	352
AT5G60970	description:TEOSINTE	1907
AT5G60980	description:Nuclear	3216
AT5G60990	description:DEA(D/H)-box	3010
AT5G61000	description:Replication	3376
AT5G61010	description:exocyst	3299
AT5G61020	description:evolutionarily	2942
AT5G61030	description:glycine-rich	2218
AT5G61040		2646
AT5G61050	description:histone	1133
AT5G61060	description:histone	4208
AT5G61070	description:histone	3292
AT5G61090	description:Polynucleotidyl	3062
AT5G61100		1292
AT5G61110	description:zinc	1052
AT5G61120	description:zinc	3593
AT5G61130	description:plasmodesmata	2407
AT5G61140	description:U5	13616
AT5G61150	description:leo1-like	4091
AT5G61160	description:anthocyanin	1724
AT5G61170	description:Ribosomal	1532
AT5G61180	description:Putative	1604
AT5G61190	description:putative	4788
AT5G61200	description:myosin	2522
AT5G61210	description:soluble	2383
AT5G61220	description:LYR	1392
AT5G61230	description:Ankyrin	1781
AT5G61240	description:Leucine-rich	2946
AT5G61250	description:glucuronidase	2730
AT5G61260	description:Plant	2512
AT5G61270	description:phytochrome-interacting	2274
AT5G61280	description:Remorin	1429
AT5G61290	description:Flavin-binding	2287
AT5G61300		2565
AT5G61310	description:Cytochrome	1573
AT5G61320	description:cytochrome	1540
AT5G61330	description:rRNA	4144
AT5G61340	description:transmembrane	1538
AT5G61350	description:Protein	2876
AT5G61360		1076
AT5G61370	description:Pentatricopeptide	1887
AT5G61380	description:CCT	3587
AT5G61390	description:Polynucleotidyl	2523
AT5G61400	description:Pentatricopeptide	1964
AT5G61410	description:D-ribulose-5-phosphate-3-epimerase	2611
AT5G61412		756
AT5G61420	description:myb	2118
AT5G61430	description:NAC	1725
AT5G61440	description:atypical	1951
AT5G61450	description:P-loop	3148
AT5G61460	description:P-loop	7894
AT5G61470	description:C2H2-like	1113
AT5G61480	description:Leucine-rich	3907
AT5G61490	description:transmembrane	1227
AT5G61495		717
AT5G61500	description:autophagy	3091
AT5G61510	description:GroES-like	2131
AT5G61520	description:Major	2375
AT5G61530	description:small	2847
AT5G61540	description:N-terminal	2689
AT5G61550	description:U-box	3769
AT5G61560	description:U-box	3985
AT5G61570	description:Protein	2600
AT5G61580	description:phosphofructokinase	3127
AT5G61590	description:Integrase-type	1255
AT5G61600	description:ethylene	1388
AT5G61605	description:EMBRYO	628
AT5G61610	description:Oleosin	1355
AT5G61620	description:myb-like	1181
AT5G61630	description:transmembrane	1349
AT5G61640	description:peptidemethionine	1410
AT5G61650	description:CYCLIN	1798
AT5G61660	description:glycine-rich	1292
AT5G61670	description:orange	2836
AT5G61680	description:Pectin	1898
AT5G61690	description:ABC2	4291
AT5G61700	description:ABC2	4080
AT5G61710	description:cotton	947
AT5G61720		1890
AT5G61730	description:ABC2	4493
AT5G61740	description:ABC2	4331
AT5G61750	description:RmlC-like	632
AT5G61760	description:inositol	1795
AT5G61770	description:PETER	2187
AT5G61780	description:TUDOR-SN	5766
AT5G61790	description:calnexin	2837
AT5G61800	description:Pentatricopeptide	1628
AT5G61810	description:Mitochondrial	2410
AT5G61820	description:stress	2633
AT5G61830	description:NAD(P)-binding	2072
AT5G61840	description:Exostosin	2966
AT5G61850	description:floral	2741
AT5G61865		2808
AT5G61880	description:Protein	1592
AT5G61890	description:Integrase-type	1619
AT5G61900	description:Calcium-dependent	3680
AT5G61910	description:DCD	8551
AT5G61920	description:FLX-like	1717
AT5G61930	description:APO	2737
AT5G61940	description:Ubiquitin	4970
AT5G61950	description:Ubiquitin	5256
AT5G61960	description:MEI2-like	6345
AT5G61970	description:signal	4770
AT5G61980	description:ARF-GAP	5920
AT5G61990	description:Pentatricopeptide	3525
AT5G61997	description:transmembrane	119
AT5G62000	description:auxin	5169
AT5G62020	description:heat	1836
AT5G62030	description:diphthamide	2476
AT5G62040	description:PEBP	995
AT5G62050	description:inner	3849
AT5G62060	description:F-box	1010
AT5G62065	description:Bifunctional	571
AT5G62070	description:IQ-domain	2827
AT5G62080	description:Bifunctional	1013
AT5G62090	description:SEUSS-like	4206
AT5G62100	description:BCL-2-associated	1559
AT5G62110	description:Homeodomain-like	3476
AT5G62120	description:response	1270
AT5G62130	description:Per1-like	2968
AT5G62140	description:ATP-dependent	1287
AT5G62150	description:peptidoglycan-binding	688
AT5G62160	description:zinc	1757
AT5G62165	description:AGAMOUS-like	3820
AT5G62170	description:LOW	2746
AT5G62180	description:carboxyesterase	1357
AT5G62190	description:DEAD	3776
AT5G62200	description:Embryo-specific	1847
AT5G62210	description:Embryo-specific	1517
AT5G62220	description:glycosyltransferase	2117
AT5G62230	description:ERECTA-like	6303
AT5G62240	description:Cell	2425
AT5G62250	description:microtubule-associated	2927
AT5G62260	description:AT	2823
AT5G62270	description:ribosomal	2855
AT5G62280	description:DUF1442	1405
AT5G62290	description:nucleotide-sensitive	1956
AT5G62300	description:Ribosomal	1364
AT5G62310	description:AGC	5531
AT5G62320	description:myb	1217
AT5G62330		713
AT5G62340	description:Plant	933
AT5G62350	description:Plant	1233
AT5G62360	description:Plant	964
AT5G62370	description:Tetratricopeptide	3228
AT5G62380	description:NAC-domain	1902
AT5G62390	description:BCL-2-associated	2466
AT5G62400	description:transmembrane	1050
AT5G62410	description:structural	6645
AT5G62420	description:NAD(P)-linked	1543
AT5G62430	description:cycling	2018
AT5G62440	description:EMB514	1952
AT5G62460	description:RING/FYVE/PHD	2543
AT5G62470	description:myb	2150
AT5G62480	description:glutathione	1099
AT5G62490	description:HVA22	1468
AT5G62500	description:end	2669
AT5G62510	description:F-box	1262
AT5G62520	description:similar	1963
AT5G62530	description:aldehyde	4309
AT5G62540	description:ubiquitin-conjugating	1685
AT5G62550	description:microtubule-associated	2437
AT5G62560	description:RING/U-box	2161
AT5G62570	description:Calmodulin	3366
AT5G62573		245
AT5G62575	description:succinate	1478
AT5G62580	description:ARM	3067
AT5G62600	description:ARM	9913
AT5G62610	description:basic	2065
AT5G62620	description:Galactosyltransferase	3322
AT5G62623	description:Putative	624
AT5G62627	description:Putative	670
AT5G62630	description:hipl2	3069
AT5G62640	description:proline-rich	3108
AT5G62650	description:Tic22-like	3358
AT5G62660	description:F-box	1139
AT5G62670	description:H[+]-ATPase	6001
AT5G62680	description:Major	2923
AT5G62690	description:tubulin	2515
AT5G62700	description:tubulin	2519
AT5G62710	description:Leucine-rich	3501
AT5G62720	description:Integral	3669
AT5G62730	description:Major	2925
AT5G62740	description:SPFH/Band	2001
AT5G62750		895
AT5G62760	description:P-loop	5036
AT5G62770	description:membrane-associated	1364
AT5G62780	description:Chaperone	751
AT5G62790	description:1-deoxy-D-xylulose	3164
AT5G62800	description:Protein	1333
AT5G62810	description:peroxin	3642
AT5G62820	description:Uncharacterized	1325
AT5G62830	description:F-box	963
AT5G62840	description:Phosphoglycerate	1599
AT5G62850	description:Nodulin	1906
AT5G62860	description:F-box	909
AT5G62865		1003
AT5G62880	description:RAC-like	2299
AT5G62890	description:Xanthine/uracil	3960
AT5G62900	description:basic-leucine	1342
AT5G62910	description:RING/U-box	2098
AT5G62920	description:response	2311
AT5G62930	description:SGNH	1796
AT5G62940	description:Dof-type	1852
AT5G62950	description:RNA	1828
AT5G62960	description:UDP-N-acetylglucosamine-N-acetylmuramyl-pyrophosphoryl-undecaprenol	2818
AT5G62970	description:Protein	1504
