accession	fonctionnelle	taille	reference
AT5TE59620	FALSE	36	.
AT5TE71230	FALSE	35	.
AT5TE36780	FALSE	37	.
AT5TE30075	FALSE	37	.
AT5TE49115	FALSE	35	.
AT5TE80020	FALSE	34	.
AT5TE23660	FALSE	37	.
AT5TE04730	FALSE	34	.
AT5TE50660	FALSE	34	.
AT5TE38855	FALSE	35	.
AT5TE46065	FALSE	38	.
AT5TE46285	FALSE	36	.
AT5TE44680	FALSE	36	.
AT5TE52545	FALSE	34	.
AT5TE14350	FALSE	25	.
AT5TE42945	FALSE	29	.
AT5TE25480	FALSE	1831	.
AT5TE23240	FALSE	39	.
AT5TE47030	FALSE	45	.
AT5TE39430	FALSE	45	.
AT5TE38985	FALSE	37	.
AT5TE34270	FALSE	1845	.
AT5TE36105	FALSE	45	.
AT5TE48165	FALSE	39	.
AT5TE35245	FALSE	42	.
AT5TE41995	FALSE	42	.
AT5TE63565	FALSE	44	.
AT5TE44310	FALSE	8255	.
AT5TE74220	FALSE	42	.
AT5TE74100	FALSE	42	.
AT5TE69995	FALSE	42	.
AT5TE35645	FALSE	45	.
AT5TE34825	FALSE	45	.
AT5TE33605	FALSE	45	.
AT5TE23340	FALSE	43	.
AT5TE40975	FALSE	46	.
AT5TE15840	FALSE	44	.
AT5TE44755	FALSE	1851	.
AT5TE41980	FALSE	8253	.
AT5TE51150	FALSE	44	.
AT5TE43170	FALSE	44	.
AT5TE71265	FALSE	44	.
AT5TE53095	FALSE	46	.
AT5TE48875	FALSE	45	.
AT5TE21820	FALSE	45	.
AT5TE18580	FALSE	45	.
AT5TE11320	FALSE	43	.
AT5TE61285	FALSE	45	.
AT5TE52435	FALSE	45	.
AT5TE42925	FALSE	1250	.
AT5TE73025	FALSE	42	.
AT5TE44260	FALSE	42	.
AT5TE47420	FALSE	41	.
AT5TE37405	FALSE	42	.
AT5TE57885	FALSE	40	.
AT5TE47135	FALSE	42	.
AT5TE43380	FALSE	40	.
AT5TE35170	FALSE	42	.
AT5TE42430	FALSE	31	.
AT5TE31590	FALSE	40	.
AT5TE44125	FALSE	42	.
AT5TE17355	FALSE	41	.
AT5TE65710	FALSE	1829	.
AT5TE88965	FALSE	39	.
AT5TE41850	FALSE	41	.
AT5TE33400	FALSE	39	.
AT5TE31430	FALSE	39	.
AT5TE13610	FALSE	39	.
AT5TE40820	FALSE	25	.
AT5TE11830	FALSE	40	.
AT5TE43475	FALSE	42	.
AT5TE70700	FALSE	43	.
AT5TE41375	FALSE	43	.
AT5TE62835	FALSE	1341	.
AT5TE54485	FALSE	44	.
AT5TE39825	FALSE	42	.
AT5TE39655	FALSE	41	.
AT5TE92190	FALSE	42	.
AT5TE47995	FALSE	41	.
AT5TE94370	FALSE	43	.
AT5TE44760	FALSE	42	.
AT5TE43195	FALSE	40	.
AT5TE38470	FALSE	42	.
AT5TE31550	FALSE	40	.
AT5TE41230	FALSE	1263	.
AT5TE01225	FALSE	43	.
AT5TE44115	FALSE	33	.
AT5TE45300	FALSE	54	.
AT5TE45280	FALSE	54	.
AT5TE08070	FALSE	66	.
AT5TE40100	FALSE	8354	.
AT5TE41000	FALSE	64	.
AT5TE62740	FALSE	1928	.
AT5TE40200	FALSE	66	.
AT5TE49600	FALSE	64	.
AT5TE39930	FALSE	68	.
AT5TE49870	FALSE	66	.
AT5TE40990	FALSE	63	.
AT5TE52230	FALSE	1927	.
AT5TE42840	FALSE	1925	.
AT5TE94550	FALSE	66	.
AT5TE48545	FALSE	64	.
AT5TE60320	FALSE	65	.
AT5TE50320	FALSE	65	.
AT5TE51080	FALSE	28	.
AT5TE41410	FALSE	67	.
AT5TE49265	FALSE	68	.
AT5TE27875	FALSE	66	.
AT5TE93050	FALSE	66	.
AT5TE77575	FALSE	47	.
AT5TE68755	FALSE	66	.
AT5TE48900	FALSE	66	.
AT5TE61570	FALSE	65	.
AT5TE43390	FALSE	68	.
AT5TE56440	FALSE	25	.
AT5TE42265	FALSE	8404	.
AT5TE35380	FALSE	65	.
AT5TE34030	FALSE	24	.
AT5TE32000	FALSE	41	.
AT5TE68720	FALSE	65	.
AT5TE44925	FALSE	67	.
AT5TE70195	FALSE	1935	.
AT5TE38405	FALSE	56	.
AT5TE41155	FALSE	1915	.
AT5TE45410	FALSE	64	.
AT5TE45430	FALSE	64	.
AT5TE45400	FALSE	64	.
AT5TE45385	FALSE	64	.
AT5TE45395	FALSE	64	.
AT5TE45435	FALSE	64	.
AT5TE45445	FALSE	64	.
AT5TE45455	FALSE	64	.
AT5TE45585	FALSE	64	.
AT5TE45525	FALSE	64	.
AT5TE45510	FALSE	64	.
AT5TE45495	FALSE	64	.
AT5TE45490	FALSE	64	.
AT5TE45380	FALSE	64	.
AT5TE45350	FALSE	64	.
AT5TE45345	FALSE	64	.
AT5TE45335	FALSE	64	.
AT5TE41005	FALSE	62	.
AT5TE40600	FALSE	62	.
AT5TE43940	FALSE	8325	.
AT5TE43840	FALSE	143	.
AT5TE50570	FALSE	1916	.
AT5TE42375	FALSE	34	.
AT5TE38025	FALSE	1920	.
AT5TE45255	FALSE	64	.
AT5TE45275	FALSE	64	.
AT5TE45325	FALSE	64	.
AT5TE45315	FALSE	64	.
AT5TE45305	FALSE	64	.
AT5TE45295	FALSE	64	.
AT5TE45285	FALSE	64	.
AT5TE45265	FALSE	64	.
AT5TE50530	FALSE	66	.
AT5TE38690	FALSE	68	.
AT5TE89760	FALSE	1941	.
AT5TE62910	FALSE	72	.
AT5TE71075	FALSE	70	.
AT5TE61510	FALSE	70	.
AT5TE67715	FALSE	72	.
AT5TE69255	FALSE	70	.
AT5TE12240	FALSE	72	.
AT5TE48520	FALSE	72	.
AT5TE50305	FALSE	72	.
AT5TE42985	FALSE	1954	.
AT5TE39090	FALSE	1954	.
AT5TE40930	FALSE	1957	.
AT5TE43645	FALSE	70	.
AT5TE41910	FALSE	72	.
AT5TE52890	FALSE	64	.
AT5TE50830	FALSE	70	.
AT5TE48445	FALSE	72	.
AT5TE17960	FALSE	72	.
AT5TE39050	FALSE	1965	.
AT5TE52120	FALSE	1968	.
AT5TE78575	FALSE	73	.
AT5TE64605	FALSE	73	.
AT5TE52395	FALSE	66	.
AT5TE43355	FALSE	71	.
AT5TE07120	FALSE	69	.
AT5TE45725	FALSE	73	.
AT5TE45820	FALSE	73	.
AT5TE40320	FALSE	1962	.
AT5TE57235	FALSE	70	.
AT5TE56305	FALSE	43	.
AT5TE52015	FALSE	39	.
AT5TE51785	FALSE	39	.
AT5TE45775	FALSE	73	.
AT5TE26800	FALSE	69	.
AT5TE29720	FALSE	71	.
AT5TE42285	FALSE	71	.
AT5TE80450	FALSE	45	.
AT5TE80445	FALSE	68	.
AT5TE54360	FALSE	70	.
AT5TE51190	FALSE	70	.
AT5TE32295	FALSE	36	.
AT5TE19485	FALSE	69	.
AT5TE28855	FALSE	39	.
AT5TE36955	FALSE	23	.
AT5TE43880	FALSE	67	.
AT5TE51940	FALSE	67	.
AT5TE66015	FALSE	67	.
AT5TE62840	FALSE	1939	.
AT5TE59070	FALSE	69	.
AT5TE45250	FALSE	69	.
AT5TE40865	FALSE	67	.
AT5TE86440	FALSE	1909	.
AT5TE52595	FALSE	68	.
AT5TE34965	FALSE	1946	.
AT5TE45810	FALSE	71	.
AT5TE45500	FALSE	71	.
AT5TE45480	FALSE	71	.
AT5TE42810	FALSE	69	.
AT5TE41940	FALSE	25	.
AT5TE45830	FALSE	71	.
AT5TE45690	FALSE	70	.
AT5TE61480	FALSE	69	.
AT5TE19460	FALSE	64	.
AT5TE45360	FALSE	70	.
AT5TE54760	FALSE	71	.
AT5TE49195	FALSE	49	.
AT5TE38585	FALSE	69	.
AT5TE38030	FALSE	71	.
AT5TE10000	FALSE	20	.
AT5TE45290	FALSE	54	.
AT5TE45595	FALSE	64	.
AT5TE45615	FALSE	64	.
AT5TE39150	FALSE	56	.
AT5TE50755	FALSE	58	.
AT5TE37205	FALSE	23	.
AT5TE47570	FALSE	56	.
AT5TE36380	FALSE	1888	.
AT5TE41130	FALSE	1146	.
AT5TE01820	FALSE	55	.
AT5TE30200	FALSE	57	.
AT5TE42435	FALSE	1795	.
AT5TE69090	FALSE	55	.
AT5TE48185	FALSE	55	.
AT5TE45910	FALSE	57	.
AT5TE41755	FALSE	55	.
AT5TE96875	FALSE	1887	.
AT5TE44185	FALSE	8304	.
AT5TE70890	FALSE	1887	.
AT5TE48115	FALSE	57	.
AT5TE46545	FALSE	58	.
AT5TE41165	FALSE	58	.
AT5TE00010	FALSE	58	.
AT5TE41465	FALSE	60	.
AT5TE72860	FALSE	45	.
AT5TE49925	FALSE	58	.
AT5TE44000	FALSE	57	.
AT5TE46680	FALSE	58	.
AT5TE46740	FALSE	61	.
AT5TE46395	FALSE	36	.
AT5TE28140	FALSE	57	.
AT5TE11865	FALSE	46	.
AT5TE11310	FALSE	57	.
AT5TE81380	FALSE	57	.
AT5TE45970	FALSE	57	.
AT5TE54580	FALSE	58	.
AT5TE25960	FALSE	55	.
AT5TE41800	FALSE	57	.
AT5TE69665	FALSE	32	.
AT5TE20930	FALSE	55	.
AT5TE65575	FALSE	55	.
AT5TE38540	FALSE	53	.
AT5TE58280	FALSE	55	.
AT5TE38575	FALSE	53	.
AT5TE41945	FALSE	55	.
AT5TE46750	FALSE	53	.
AT5TE45270	FALSE	54	.
AT5TE45260	FALSE	54	.
AT5TE43040	FALSE	52	.
AT5TE33890	FALSE	54	.
AT5TE39830	FALSE	8290	.
AT5TE16185	FALSE	55	.
AT5TE87470	FALSE	56	.
AT5TE44375	FALSE	54	.
AT5TE42830	FALSE	56	.
AT5TE36650	FALSE	54	.
AT5TE28285	FALSE	54	.
AT5TE16390	FALSE	56	.
AT5TE71870	FALSE	57	.
AT5TE46920	FALSE	55	.
AT5TE38255	FALSE	56	.
AT5TE36760	FALSE	50	.
AT5TE50840	FALSE	54	.
AT5TE69925	FALSE	54	.
AT5TE25940	FALSE	54	.
AT5TE14760	FALSE	54	.
AT5TE90880	FALSE	56	.
AT5TE80380	FALSE	54	.
AT5TE41180	FALSE	1888	.
AT5TE55390	FALSE	45	.
AT5TE31070	FALSE	58	.
AT5TE05950	FALSE	60	.
AT5TE47085	FALSE	8307	.
AT5TE36655	FALSE	64	.
AT5TE54585	FALSE	64	.
AT5TE90585	FALSE	64	.
AT5TE57280	FALSE	64	.
AT5TE64845	FALSE	64	.
AT5TE55895	FALSE	47	.
AT5TE56445	FALSE	39	.
AT5TE53455	FALSE	1904	.
AT5TE54490	FALSE	63	.
AT5TE45750	FALSE	63	.
AT5TE45700	FALSE	63	.
AT5TE45420	FALSE	63	.
AT5TE45370	FALSE	63	.
AT5TE56715	FALSE	64	.
AT5TE54575	FALSE	62	.
AT5TE45825	FALSE	64	.
AT5TE45785	FALSE	64	.
AT5TE45665	FALSE	64	.
AT5TE45655	FALSE	64	.
AT5TE45645	FALSE	64	.
AT5TE45635	FALSE	64	.
AT5TE45625	FALSE	64	.
AT5TE45675	FALSE	64	.
AT5TE90240	FALSE	63	.
AT5TE45680	FALSE	64	.
AT5TE45710	FALSE	64	.
AT5TE45765	FALSE	64	.
AT5TE45760	FALSE	64	.
AT5TE45740	FALSE	64	.
AT5TE45730	FALSE	64	.
AT5TE45715	FALSE	64	.
AT5TE41450	FALSE	21	.
AT5TE63835	FALSE	61	.
AT5TE48605	FALSE	1903	.
AT5TE71750	FALSE	61	.
AT5TE48790	FALSE	61	.
AT5TE41785	FALSE	61	.
AT5TE69970	FALSE	62	.
AT5TE56450	FALSE	62	.
AT5TE37810	FALSE	60	.
AT5TE51955	FALSE	51	.
AT5TE27605	FALSE	62	.
AT5TE52185	FALSE	51	.
AT5TE87920	FALSE	59	.
AT5TE43160	FALSE	61	.
AT5TE39475	FALSE	61	.
AT5TE18295	FALSE	59	.
AT5TE68840	FALSE	26	.
AT5TE36855	FALSE	1890	.
AT5TE55480	FALSE	59	.
AT5TE45605	FALSE	64	.
AT5TE50985	FALSE	60	.
AT5TE38430	FALSE	26	.
AT5TE42855	FALSE	8312	.
AT5TE33385	FALSE	50	.
AT5TE58350	FALSE	25	.
AT5TE56805	FALSE	61	.
AT5TE54350	FALSE	61	.
AT5TE07945	FALSE	20	.
AT5TE50525	FALSE	56	.
AT5TE15350	FALSE	62	.
AT5TE45835	FALSE	62	.
AT5TE14365	FALSE	24	.
AT5TE68680	FALSE	33	.
AT5TE66355	FALSE	60	.
AT5TE63190	FALSE	1898	.
AT5TE42320	FALSE	1895	.
AT5TE45505	FALSE	62	.
AT5TE40400	FALSE	1192	.
AT5TE86740	FALSE	28	.
AT5TE33590	FALSE	32	.
AT5TE44295	FALSE	43	.
AT5TE66280	FALSE	1402	.
AT5TE38650	FALSE	7087	.
AT5TE46725	FALSE	1402	.
AT5TE44130	FALSE	1398	.
AT5TE46010	FALSE	1398	.
AT5TE36940	FALSE	7073	.
AT5TE46425	FALSE	1393	.
AT5TE55355	FALSE	1389	.
AT5TE89325	FALSE	1393	.
AT5TE47485	FALSE	1393	.
AT5TE88075	FALSE	1392	.
AT5TE55260	FALSE	32	.
AT5TE37165	FALSE	1403	.
AT5TE49980	FALSE	1404	.
AT5TE81840	FALSE	1404	.
AT5TE60460	FALSE	1405	.
AT5TE58950	FALSE	1423	.
AT5TE49655	FALSE	1423	.
AT5TE41440	FALSE	631	.
AT5TE44975	FALSE	1429	.
AT5TE43680	FALSE	1403	.
AT5TE48250	FALSE	1418	.
AT5TE46155	FALSE	1388	.
AT5TE44735	FALSE	1414	.
AT5TE41145	FALSE	1411	.
AT5TE71235	FALSE	1405	.
AT5TE39460	FALSE	1408	.
AT5TE43640	FALSE	1409	.
AT5TE41135	FALSE	7094	.
AT5TE61600	FALSE	1409	.
AT5TE46265	FALSE	696	.
AT5TE07635	FALSE	1429	.
AT5TE85500	FALSE	1388	.
AT5TE40525	FALSE	1385	.
AT5TE54615	FALSE	1368	.
AT5TE38130	FALSE	6977	.
AT5TE35415	FALSE	1370	.
AT5TE44865	FALSE	1373	.
AT5TE50065	FALSE	1369	.
AT5TE40435	FALSE	1368	.
AT5TE18585	FALSE	1367	.
AT5TE34610	FALSE	29	.
AT5TE34065	FALSE	1365	.
AT5TE28305	FALSE	1365	.
AT5TE61705	FALSE	1365	.
AT5TE54365	FALSE	1365	.
AT5TE76190	FALSE	1365	.
AT5TE59525	FALSE	1371	.
AT5TE05270	FALSE	1371	.
AT5TE54735	FALSE	1370	.
AT5TE43855	FALSE	7010	.
AT5TE53380	FALSE	1381	.
AT5TE79730	FALSE	1382	.
AT5TE56685	FALSE	1383	.
AT5TE32810	FALSE	1383	.
AT5TE32365	FALSE	1383	.
AT5TE43545	FALSE	1376	.
AT5TE36985	FALSE	1388	.
AT5TE62440	FALSE	1376	.
AT5TE21630	FALSE	1375	.
AT5TE48540	FALSE	1371	.
AT5TE54720	FALSE	451	.
AT5TE94620	FALSE	1374	.
AT5TE50605	FALSE	2622	.
AT5TE34605	FALSE	1375	.
AT5TE40350	FALSE	7022	.
AT5TE43720	FALSE	1427	.
AT5TE43735	FALSE	24	.
AT5TE35410	FALSE	1433	.
AT5TE48920	FALSE	1497	.
AT5TE39425	FALSE	7456	.
AT5TE35930	FALSE	1499	.
AT5TE46575	FALSE	1501	.
AT5TE46515	FALSE	7465	.
AT5TE48670	FALSE	1491	.
AT5TE43975	FALSE	7444	.
AT5TE35265	FALSE	1487	.
AT5TE52225	FALSE	1480	.
AT5TE52925	FALSE	1486	.
AT5TE31165	FALSE	1487	.
AT5TE19690	FALSE	1485	.
AT5TE41495	FALSE	25	.
AT5TE62035	FALSE	1503	.
AT5TE27900	FALSE	206	.
AT5TE38645	FALSE	1457	.
AT5TE10990	FALSE	1506	.
AT5TE51210	FALSE	1516	.
AT5TE06550	FALSE	1516	.
AT5TE04290	FALSE	1519	.
AT5TE37170	FALSE	1522	.
AT5TE54495	FALSE	1521	.
AT5TE52645	FALSE	1515	.
AT5TE48150	FALSE	1479	.
AT5TE33315	FALSE	7559	.
AT5TE80015	FALSE	1510	.
AT5TE45010	FALSE	7510	.
AT5TE47505	FALSE	1511	.
AT5TE28275	FALSE	1510	.
AT5TE41395	FALSE	7546	.
AT5TE31030	FALSE	1510	.
AT5TE40520	FALSE	1513	.
AT5TE41110	FALSE	7368	.
AT5TE40105	FALSE	767	.
AT5TE40465	FALSE	1475	.
AT5TE37335	FALSE	1442	.
AT5TE15640	FALSE	1445	.
AT5TE40345	FALSE	1445	.
AT5TE42045	FALSE	1448	.
AT5TE33985	FALSE	1451	.
AT5TE45115	FALSE	7257	.
AT5TE39645	FALSE	1452	.
AT5TE46095	FALSE	1440	.
AT5TE44300	FALSE	1437	.
AT5TE46250	FALSE	1431	.
AT5TE48480	FALSE	1432	.
AT5TE55265	FALSE	1434	.
AT5TE70155	FALSE	1433	.
AT5TE58780	FALSE	1436	.
AT5TE57665	FALSE	1442	.
AT5TE79440	FALSE	1365	.
AT5TE41200	FALSE	1455	.
AT5TE48765	FALSE	1455	.
AT5TE73320	FALSE	1465	.
AT5TE80110	FALSE	1466	.
AT5TE46860	FALSE	7354	.
AT5TE49300	FALSE	1472	.
AT5TE30195	FALSE	1472	.
AT5TE58265	FALSE	1467	.
AT5TE26575	FALSE	1453	.
AT5TE29930	FALSE	111	.
AT5TE39535	FALSE	1465	.
AT5TE36680	FALSE	1457	.
AT5TE43575	FALSE	1457	.
AT5TE33870	FALSE	1459	.
AT5TE43520	FALSE	7332	.
AT5TE82825	FALSE	1463	.
AT5TE69245	FALSE	1464	.
AT5TE46055	FALSE	1520	.
AT5TE41415	FALSE	1362	.
AT5TE63560	FALSE	1358	.
AT5TE37850	FALSE	1280	.
AT5TE44675	FALSE	1278	.
AT5TE46970	FALSE	14739	.
AT5TE35120	FALSE	1279	.
AT5TE65315	FALSE	143	.
AT5TE54170	FALSE	57	.
AT5TE33745	FALSE	1277	.
AT5TE37275	FALSE	1275	.
AT5TE63270	FALSE	138	.
AT5TE53360	FALSE	43	.
AT5TE43215	FALSE	6477	.
AT5TE61375	FALSE	179	.
AT5TE55720	FALSE	38	.
AT5TE33885	FALSE	1278	.
AT5TE56310	FALSE	28	.
AT5TE46965	FALSE	1282	.
AT5TE28310	FALSE	277	.
AT5TE52485	FALSE	1291	.
AT5TE18290	FALSE	1291	.
AT5TE56355	FALSE	85	.
AT5TE40935	FALSE	1296	.
AT5TE56360	FALSE	1297	.
AT5TE71065	FALSE	1291	.
AT5TE49375	FALSE	1269	.
AT5TE25535	FALSE	1288	.
AT5TE41115	FALSE	1228	.
AT5TE43660	FALSE	1281	.
AT5TE56315	FALSE	1284	.
AT5TE38510	FALSE	1284	.
AT5TE93215	FALSE	1286	.
AT5TE44545	FALSE	76	.
AT5TE39325	FALSE	1293	.
AT5TE62140	FALSE	1298	.
AT5TE40920	FALSE	1268	.
AT5TE74065	FALSE	231	.
AT5TE35795	FALSE	1249	.
AT5TE58770	FALSE	1251	.
AT5TE61515	FALSE	1252	.
AT5TE54870	FALSE	790	.
AT5TE02710	FALSE	1252	.
AT5TE40070	FALSE	1248	.
AT5TE34870	FALSE	49	.
AT5TE53610	FALSE	1246	.
AT5TE52040	FALSE	1244	.
AT5TE51810	FALSE	1244	.
AT5TE33825	FALSE	44	.
AT5TE38925	FALSE	1243	.
AT5TE86350	FALSE	1248	.
AT5TE44870	FALSE	110	.
AT5TE15930	FALSE	1254	.
AT5TE57830	FALSE	1255	.
AT5TE65280	FALSE	1255	.
AT5TE35715	FALSE	1261	.
AT5TE44075	FALSE	78	.
AT5TE33740	FALSE	397	.
AT5TE78450	FALSE	1263	.
AT5TE61715	FALSE	1266	.
AT5TE62260	FALSE	1263	.
AT5TE44210	FALSE	71	.
AT5TE43335	FALSE	28	.
AT5TE82670	FALSE	1259	.
AT5TE00230	FALSE	6428	.
AT5TE58755	FALSE	1258	.
AT5TE54920	FALSE	1237	.
AT5TE51970	FALSE	6434	.
AT5TE33460	FALSE	1257	.
AT5TE62995	FALSE	1260	.
AT5TE48825	FALSE	1298	.
AT5TE42000	FALSE	1299	.
AT5TE69990	FALSE	1302	.
AT5TE50820	FALSE	1343	.
AT5TE36875	FALSE	1343	.
AT5TE63200	FALSE	1345	.
AT5TE46260	FALSE	1350	.
AT5TE74060	FALSE	1344	.
AT5TE49635	FALSE	1343	.
AT5TE36095	FALSE	1342	.
AT5TE38730	FALSE	1345	.
AT5TE54175	FALSE	1338	.
AT5TE46570	FALSE	130	.
AT5TE66345	FALSE	1337	.
AT5TE84250	FALSE	1340	.
AT5TE53365	FALSE	1343	.
AT5TE65015	FALSE	1349	.
AT5TE54510	FALSE	1349	.
AT5TE33760	FALSE	1350	.
AT5TE58250	FALSE	1349	.
AT5TE61485	FALSE	1353	.
AT5TE05390	FALSE	1353	.
AT5TE68915	FALSE	1354	.
AT5TE40540	FALSE	72	.
AT5TE39280	FALSE	1356	.
AT5TE36335	FALSE	1352	.
AT5TE42805	FALSE	1336	.
AT5TE48075	FALSE	1353	.
AT5TE63265	FALSE	1351	.
AT5TE62540	FALSE	1349	.
AT5TE56525	FALSE	1351	.
AT5TE43705	FALSE	6915	.
AT5TE35500	FALSE	1350	.
AT5TE48255	FALSE	334	.
AT5TE39420	FALSE	1355	.
AT5TE44540	FALSE	1337	.
AT5TE25595	FALSE	428	.
AT5TE54925	FALSE	1331	.
AT5TE60945	FALSE	1309	.
AT5TE92340	FALSE	1310	.
AT5TE37660	FALSE	791	.
AT5TE41795	FALSE	6720	.
AT5TE47285	FALSE	1314	.
AT5TE41510	FALSE	479	.
AT5TE62765	FALSE	227	.
AT5TE31945	FALSE	287	.
AT5TE43075	FALSE	1305	.
AT5TE55200	FALSE	1303	.
AT5TE50060	FALSE	523	.
AT5TE33765	FALSE	77	.
AT5TE69895	FALSE	1304	.
AT5TE33545	FALSE	1307	.
AT5TE71740	FALSE	1308	.
AT5TE38075	FALSE	1356	.
AT5TE53975	FALSE	1314	.
AT5TE55715	FALSE	1315	.
AT5TE45135	FALSE	1325	.
AT5TE48170	FALSE	1328	.
AT5TE69955	FALSE	1327	.
AT5TE46975	FALSE	1013	.
AT5TE47275	FALSE	1330	.
AT5TE73640	FALSE	1326	.
AT5TE60050	FALSE	1317	.
AT5TE41360	FALSE	1325	.
AT5TE36890	FALSE	1324	.
AT5TE67210	FALSE	1320	.
AT5TE31870	FALSE	1317	.
AT5TE38795	FALSE	1321	.
AT5TE40555	FALSE	1322	.
AT5TE53745	FALSE	1322	.
AT5TE68990	FALSE	1325	.
AT5TE43930	FALSE	416	.
AT5TE21590	FALSE	72	.
AT5TE43780	FALSE	92	.
AT5TE44085	FALSE	22	.
AT5TE76195	FALSE	22	.
AT5TE73040	FALSE	23	.
AT5TE43525	FALSE	25	.
AT5TE49965	FALSE	24	.
AT5TE46375	FALSE	22	.
AT5TE65925	FALSE	22	.
AT5TE75715	FALSE	22	.
AT5TE36995	FALSE	22	.
AT5TE33405	FALSE	22	.
AT5TE26085	FALSE	22	.
AT5TE72235	FALSE	1795	.
AT5TE95740	FALSE	22	.
AT5TE35880	FALSE	23	.
AT5TE92740	FALSE	25	.
AT5TE44180	FALSE	1798	.
AT5TE63015	FALSE	25	.
AT5TE72570	FALSE	26	.
AT5TE35430	FALSE	1801	.
AT5TE53500	FALSE	26	.
AT5TE46730	FALSE	24	.
AT5TE41400	FALSE	26	.
AT5TE53505	FALSE	24	.
AT5TE37830	FALSE	23	.
AT5TE55015	FALSE	24	.
AT5TE34725	FALSE	24	.
AT5TE55360	FALSE	23	.
AT5TE27490	FALSE	25	.
AT5TE20330	FALSE	25	.
AT5TE40470	FALSE	24	.
AT5TE36540	FALSE	26	.
AT5TE54540	FALSE	496	.
AT5TE40595	FALSE	24	.
AT5TE44765	FALSE	24	.
AT5TE05405	FALSE	22	.
AT5TE23280	FALSE	21	.
AT5TE36100	FALSE	23	.
AT5TE20380	FALSE	23	.
AT5TE47105	FALSE	1937	.
AT5TE52535	FALSE	21	.
AT5TE52985	FALSE	23	.
AT5TE44420	FALSE	22	.
AT5TE39400	FALSE	20	.
AT5TE43515	FALSE	21	.
AT5TE55325	FALSE	21	.
AT5TE60975	FALSE	21	.
AT5TE41560	FALSE	22	.
AT5TE35750	FALSE	20	.
AT5TE54460	FALSE	23	.
AT5TE47885	FALSE	21	.
AT5TE46480	FALSE	23	.
AT5TE36905	FALSE	23	.
AT5TE02440	FALSE	21	.
AT5TE46120	FALSE	1796	.
AT5TE53490	FALSE	24	.
AT5TE50040	FALSE	21	.
AT5TE42140	FALSE	22	.
AT5TE25470	FALSE	21	.
AT5TE48375	FALSE	24	.
AT5TE37315	FALSE	21	.
AT5TE43690	FALSE	1793	.
AT5TE27525	FALSE	21	.
AT5TE23380	FALSE	21	.
AT5TE78980	FALSE	23	.
AT5TE70670	FALSE	23	.
AT5TE63130	FALSE	23	.
AT5TE41390	FALSE	23	.
AT5TE20630	FALSE	1804	.
AT5TE38175	FALSE	26	.
AT5TE31245	FALSE	24	.
AT5TE89340	FALSE	31	.
AT5TE33310	FALSE	29	.
AT5TE40175	FALSE	1705	.
AT5TE44695	FALSE	31	.
AT5TE74310	FALSE	29	.
AT5TE37020	FALSE	31	.
AT5TE45085	FALSE	28	.
AT5TE46500	FALSE	30	.
AT5TE37080	FALSE	26	.
AT5TE17965	FALSE	22	.
AT5TE04430	FALSE	28	.
AT5TE64295	FALSE	23	.
AT5TE54465	FALSE	30	.
AT5TE29260	FALSE	31	.
AT5TE52490	FALSE	30	.
AT5TE34435	FALSE	32	.
AT5TE71465	FALSE	32	.
AT5TE36820	FALSE	31	.
AT5TE35445	FALSE	25	.
AT5TE72435	FALSE	32	.
AT5TE50745	FALSE	23	.
AT5TE37150	FALSE	32	.
AT5TE49040	FALSE	33	.
AT5TE48815	FALSE	30	.
AT5TE53445	FALSE	31	.
AT5TE94380	FALSE	29	.
AT5TE69865	FALSE	21	.
AT5TE40220	FALSE	32	.
AT5TE17760	FALSE	32	.
AT5TE93850	FALSE	33	.
AT5TE36170	FALSE	33	.
AT5TE64265	FALSE	120	.
AT5TE77615	FALSE	30	.
AT5TE64545	FALSE	29	.
AT5TE66725	FALSE	27	.
AT5TE56770	FALSE	1801	.
AT5TE44360	FALSE	26	.
AT5TE08530	FALSE	26	.
AT5TE01255	FALSE	27	.
AT5TE55740	FALSE	28	.
AT5TE54450	FALSE	1807	.
AT5TE34880	FALSE	28	.
AT5TE11840	FALSE	27	.
AT5TE66000	FALSE	25	.
AT5TE37365	FALSE	23	.
AT5TE30950	FALSE	25	.
AT5TE26465	FALSE	25	.
AT5TE06890	FALSE	27	.
AT5TE66185	FALSE	25	.
AT5TE57220	FALSE	27	.
AT5TE55375	FALSE	1789	.
AT5TE41540	FALSE	63	.
AT5TE63655	FALSE	26	.
AT5TE39455	FALSE	27	.
AT5TE36525	FALSE	27	.
AT5TE28780	FALSE	29	.
AT5TE90740	FALSE	27	.
AT5TE70955	FALSE	27	.
AT5TE50795	FALSE	27	.
AT5TE77155	FALSE	28	.
AT5TE36325	FALSE	27	.
AT5TE53915	FALSE	28	.
AT5TE35915	FALSE	1805	.
AT5TE87350	FALSE	26	.
AT5TE49705	FALSE	26	.
AT5TE36135	FALSE	28	.
AT5TE22120	FALSE	26	.
AT5TE49020	FALSE	26	.
AT5TE18895	FALSE	1523	.
AT5TE46180	FALSE	11	.
AT5TE43145	FALSE	1785	.
AT5TE61435	FALSE	1597	.
AT5TE42930	FALSE	169	.
AT5TE33235	FALSE	7770	.
AT5TE96655	FALSE	1600	.
AT5TE17145	FALSE	1597	.
AT5TE37965	FALSE	1594	.
AT5TE49820	FALSE	1591	.
AT5TE36160	FALSE	1592	.
AT5TE21595	FALSE	1591	.
AT5TE07650	FALSE	1589	.
